Station ID,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"139-8139","34.273343, -83.824403",2016,1000,Estimated,,,0,0,0.155,0.5,1770,Short Term
"139-8143","34.271214, -83.825879",2016,380,Estimated,,,0,0,,,420,Short Term
"139-8145","34.350538, -83.781441",2016,1150,Estimated,,,0,0,0.3,,1750,Short Term
"139-8148","34.496771, -83.771521",2016,410,Actual,14,4,0.488,0.488,0.0963,0.5,460,Short Term
"139-8149","34.477659, -83.826467",2016,390,Estimated,,,0,0,0.12,0.5,690,Short Term
"139-8150","34.493194, -83.835882",2016,160,Estimated,,,0,0,0.11,,230,Short Term
"139-8151","34.457462, -83.800059",2016,250,Actual,10,1,0.8,0,0.104,0.6,320,Short Term
"139-8152","34.463049, -83.793179",2016,320,Estimated,,,0,0,0.118,0.5,560,Short Term
"139-8153","34.439336, -83.818579",2016,890,Estimated,,,0,0,0.12,,1110,Short Term
"139-8154","34.473774, -83.873005",2016,70,Actual,2,2,0,0,0.158,0.6,110,Short Term
"139-8155","34.466986, -83.865950",2016,,,,,,,,,,Short Term
"139-8156","34.432481, -83.833032",2016,1130,Estimated,58,5,0,0,0.12,0.6,1310,Short Term
"139-8157","34.415637, -83.818443",2016,620,Actual,18,6,0.484,0.161,0.106,0.5,1010,Short Term
"139-8158","34.404432, -83.817132",2016,4410,Estimated,,,0,0,0.119,0.5,7700,Short Term
"139-8159","34.404076, -83.794925",2016,1280,Estimated,,,0,0,0.12,,2360,Short Term
"139-8160","34.414952, -83.795113",2016,120,Estimated,,,0,0,0.12,0.5,140,Short Term
"139-8161","34.436853, -83.882096",2016,520,Estimated,,,0,0,0.08,,590,Short Term
"139-8162","34.454376, -83.875500",2016,120,Actual,8,2,0.833,0,0.171,0.6,150,Short Term
"139-8163","34.440899, -83.882936",2016,40,Actual,0,0,0,0,0.218,0.6,50,Short Term
"139-8164","34.454156, -83.894458",2016,,,,,,,,,,Short Term
"139-8165","34.389402, -83.943492",2016,910,Actual,55,0,0.33,0,0.11,0.5,1540,Short Term
"139-8166","34.285321, -83.839864",2016,260,Estimated,,,0,0,,,310,Short Term
"139-8167","34.271239, -83.847745",2016,2310,Estimated,,,0,0,0.104,0.5,4170,Short Term
"139-8168","34.267249, -83.869434",2016,3430,Estimated,,,0,0,0.105,0.5,5060,Short Term
"139-8169","34.247208, -83.890693",2016,4230,Estimated,,,0,0,0.112,0.5,6210,Short Term
"139-8170","34.394189, -83.797530",2016,650,Estimated,,,0,0,,,960,Short Term
"139-8171","34.215391, -83.880938",2016,5060,Estimated,,,0,0,0.11,0.5,6050,Short Term
"139-8173","34.177124, -83.924300",2016,560,Estimated,27,,0,0,,,610,Short Term
"139-8174","34.128234, -83.901048",2016,1560,Estimated,26,6,0,0,0.1,0.6,2880,Short Term
"139-8175","34.156899, -83.847413",2016,590,Actual,13,6,0.169,0,0.107,0.6,1010,Short Term
"139-8176","34.193213, -83.821646",2016,70,Estimated,,,0,0,0.13,,90,Short Term
"139-8177","34.191095, -83.828301",2016,1860,Estimated,,,0,0,0.149,0.5,2740,Short Term
"139-8178","34.217801, -83.768523",2016,190,Estimated,,,0,0,0.1,,200,Short Term
"139-8180","34.208112, -83.752584",2016,2100,Estimated,,,0,0,0.109,0.5,3820,Short Term
"139-8181","34.211231, -83.738191",2016,60,Actual,9,1,1.667,0,0.22,0.5,90,Short Term
"139-8182","34.232446, -83.711055",2016,1440,Estimated,87,8,0,0,0.12,0.7,1890,Short Term
"139-8183","34.224282, -83.711469",2016,1840,Estimated,,,0,0,0.105,0.5,3440,Short Term
"139-8184","34.241428, -83.728734",2016,540,Estimated,,,0,0,0.09,,630,Short Term
"139-8185","34.245701, -83.735176",2016,1090,Estimated,,,0,0,0.109,0.5,1280,Short Term
"139-8186","34.253025, -83.715810",2016,750,Actual,17,9,0.533,0,0.126,0.5,940,Short Term
"139-8187","34.262896, -83.669178",2016,460,Estimated,,,0,0,0.11,,520,Short Term
"139-8188","34.423713, -83.736309",2016,470,Estimated,,,0,0,0.136,0.5,850,Short Term
"139-8189","34.314329, -83.695916",2016,340,Estimated,,,0,0,0.114,0.5,390,Short Term
"139-8190","34.298954, -83.742759",2016,800,Actual,19,4,0.5,0,0.113,0.7,1020,Short Term
"139-8191","34.288144, -83.723216",2016,1850,Estimated,110,6,0,0,0.12,0.5,2240,Short Term
"139-8192","34.303178, -83.700479",2016,90,Estimated,,,0,0,0.135,0.5,180,Short Term
"139-8193","34.311319, -83.699991",2016,30,Actual,0,1,0,0,0.22,0.6,50,Short Term
"139-8194","34.298088, -83.723109",2016,260,Estimated,,,0,0,0.08,,300,Short Term
"139-8195","34.288448, -83.734869",2016,440,Estimated,,,0,0,0.126,0.5,510,Short Term
"139-8196","34.463538, -83.754717",2016,260,Actual,8,19,0.769,0.769,0.103,0.6,290,Short Term
"139-8197","34.173797, -83.790966",2016,220,Estimated,,,0,0,0.101,0.5,270,Short Term
"139-8198","34.347094, -83.779869",2016,2080,Estimated,,,0,0,,,2820,Short Term
"139-8199","34.334141, -83.800192",2016,2620,Estimated,,,0,0,,,3220,Short Term
"139-8200","34.332701, -83.757325",2016,230,Estimated,,,0,0,0.11,,270,Short Term
"139-8201","34.360409, -83.732437",2016,400,Actual,17,0,0.75,0,0.0955,0.7,530,Short Term
"139-8203","34.367130, -83.727533",2016,60,Estimated,,,0,0,0.18,0.5,110,Short Term
"139-8204","34.372010, -83.711445",2016,60,Actual,1,1,0,0,0.131,0.6,90,Short Term
"139-8205","34.443968, -83.691797",2016,460,Estimated,,,0,0,0.0901,0.5,820,Short Term
"139-8206","34.146949, -83.879883",2016,3170,Actual,84,12,0.189,0,0.098,0.6,4270,Short Term
"139-8207","34.138970, -83.847887",2016,1790,Estimated,,,0,0,,,2360,Short Term
"139-8208","34.264421, -83.861325",2016,2140,Actual,212,127,2.336,0.561,0.125,0.5,2400,Short Term
"139-8209","34.386592, -83.667814",2016,380,Estimated,,,0,0,0.178,0.5,440,Short Term
"139-8210","34.277667, -83.848444",2016,4170,Actual,228,58,0.36,0.072,0.0968,0.5,7260,Short Term
"139-8211","34.320606, -83.809001",2016,3130,Estimated,,,0,0,0.139,0.5,5660,Short Term
"139-8212","34.174242, -84.017959",2016,890,Estimated,,,0,0,,,950,Short Term
"139-r209","34.138931, -83.950248",2016,6850,Estimated,,,0,0,0.129,0.7,7690,Short Term
"139-r210","34.140503, -83.948654",2016,5530,Estimated,,,0,0,0.0958,,6350,Short Term
"139-r217","34.177622, -83.914378",2016,6370,Estimated,,,0,0,0.124,,7350,Short Term
"139-r218","34.179470, -83.912867",2016,5470,Estimated,,,0,0,0.144,,7200,Short Term
"139-r223","34.223655, -83.867758",2016,8810,Estimated,,,0,0,0.11,,9640,Short Term
"139-r224","34.226088, -83.863488",2016,4950,Estimated,,,0,0,0.0964,,6150,Short Term
"139-r229","34.265326, -83.820071",2016,6790,Estimated,,,0,0,,,7740,Short Term
"139-r230","34.266790, -83.820019",2016,3560,Estimated,,,0,0,0.13,,3590,Short Term
"139-r231","34.283207, -83.806071",2016,12900,Estimated,,,0,0,0.0899,,16500,Short Term
"139-r232","34.284487, -83.805825",2016,2270,Estimated,,,0,0,0.137,,2360,Short Term
"139-R233","34.313518, -83.787832",2016,6330,Estimated,,,0,0,0.13,,6930,Short Term
"139-r234","34.318391, -83.788176",2016,4270,Estimated,,,0,0,0.136,,4860,Short Term
"139-r809","34.141176, -83.950043",2016,5470,Estimated,,,0,0,0.098,,6300,Short Term
"139-r810","34.139792, -83.951534",2016,5380,Estimated,,,0,0,0.132,,6090,Short Term
"139-r817","34.180257, -83.913991",2016,5150,Estimated,,,0,0,0.14,,6420,Short Term
"139-r818","34.178301, -83.915742",2016,6160,Estimated,,,0,0,0.122,,7500,Short Term
"139-r823","34.226816, -83.864579",2016,4410,Estimated,,,0,0,0.118,,5290,Short Term
"139-r824","34.225362, -83.866926",2016,8700,Estimated,,,0,0,0.0873,,9650,Short Term
"139-r829","34.267848, -83.820896",2016,3800,Estimated,,,0,0,0.167,,4010,Short Term
"139-r830","34.266829, -83.821495",2016,6290,Estimated,,,0,0,0.14,,7460,Short Term
"139-r831","34.283841, -83.808179",2016,2550,Estimated,,,0,0,0.135,,2840,Short Term
"139-r832","34.283226, -83.808749",2016,11700,Estimated,,,0,0,0.111,,14200,Short Term
"139-r833","34.318573, -83.789337",2016,4810,Estimated,,,0,0,0.132,,5390,Short Term
"139-r834","34.313431, -83.788600",2016,7160,Estimated,,,0,0,0.114,,7570,Short Term
"141-0104","33.108972, -82.968902",2016,500,Actual,28,35,0,0,0.163,0.5,600,Short Term
"141-0105","33.117380, -82.994903",2016,320,Actual,,,0,0,0.163,0.5,370,Short Term
"141-0107","33.125801, -83.004976",2016,140,Estimated,9,3,0,0,0.14,1,154,Short Term
"141-0110","33.231009, -82.977599",2016,490,Estimated,98,28,1.933,0.429,0.101,1,500,Short Term
"141-0112","33.274025, -82.972720",2016,1560,Estimated,,,0,0,0.091,0.5,1870,Short Term
"141-0116","33.123233, -83.083831",2016,750,Estimated,,,0,0,0.105,0.5,860,Short Term
"141-0118","33.154694, -83.025861",2016,400,Actual,,,0,0,0.136,0.5,460,Short Term
"141-0120","33.180226, -83.076771",2016,3660,Estimated,310,136,0.626,0.142,0.0995,1,3890,Short Term
"141-0121","33.252204, -83.024346",2016,3810,Actual,361,280,0.919,0.236,0.078,1,4340,Short Term
"141-0123","33.274116, -82.985286",2016,4590,Estimated,296,252,0.431,0.318,0.095,1,4980,Short Term
"141-0125","33.278443, -82.976883",2016,5170,Estimated,486,527,0.866,0.806,0.0903,1,5790,Short Term
"141-0127","33.294325, -82.969238",2016,2230,Actual,200,372,0.538,0.807,0.0819,1,3850,Short Term
"141-0129","33.325214, -82.954217",2016,810,Estimated,,,0,0,0.0846,0.5,970,Short Term
"141-0130","33.371214, -82.918583",2016,330,Estimated,34,35,0.957,0,0.101,1,400,Short Term
"141-0131","33.217510, -83.115143",2016,470,Estimated,,,0,0,0.12,0.5,550,Short Term
"141-0132","33.220864, -83.090320",2016,530,Estimated,,,0,0,0.126,0.5,560,Short Term
"141-0134","33.122407, -83.005144",2016,230,Estimated,,,0,0,0.178,0.5,240,Short Term
"141-0138","33.344200, -83.123002",2016,1220,Estimated,173,157,0.949,1.294,0.092,1,1240,Short Term
"141-0140","33.315323, -83.034747",2016,1120,Actual,91,116,0.536,0.446,0.0865,1,1150,Short Term
"141-0143","33.280148, -82.971624",2016,3090,Estimated,,,0,0,,,3710,Short Term
"141-0144","33.285486, -82.974424",2016,2220,Estimated,,,0,0,0.101,0.5,2290,Short Term
"141-0145","33.277587, -82.967587",2016,2820,Estimated,449,343,1.071,0.812,0.0947,1,3570,Short Term
"141-0147","33.301566, -82.911576",2016,2020,Actual,269,218,0.891,0.743,0.0756,1,2040,Short Term
"141-0149","33.310379, -82.834659",2016,1670,Estimated,203,212,0.873,0.873,0.105,1,2000,Short Term
"141-0150","33.295137, -82.784030",2016,1590,Actual,170,196,0.818,0.314,0.0813,1,1910,Short Term
"141-0152","33.340500, -83.077522",2016,100,Actual,16,31,4,0,0.119,1,120,Short Term
"141-0154","33.362509, -82.890222",2016,170,Actual,,,0,0,0.157,0.5,210,Short Term
"141-0157","33.240649, -82.778971",2016,440,Estimated,,,0,0,0.111,0.5,560,Short Term
"141-0159","33.289523, -82.787301",2016,110,Estimated,16,11,2.87,0.957,0.138,1,130,Short Term
"141-0163","33.324654, -82.810888",2016,150,Actual,14,14,0.667,0,0.111,1,170,Short Term
"141-0165","33.364047, -82.832858",2016,200,Actual,15,25,2.5,1,0.171,1,240,Short Term
"141-0167","33.362855, -82.803714",2016,200,Actual,11,14,1,1.5,0.115,1,300,Short Term
"141-0169","33.189585, -82.875383",2016,1870,Estimated,183,436,1.225,2.004,0.0904,1,2230,Short Term
"141-0172","33.250231, -82.927062",2016,2620,Actual,294,535,0.954,2.252,0.0782,1,3140,Short Term
"141-0174","33.266940, -82.949091",2016,3420,Estimated,281,488,0.7,1.157,0.0908,1,3750,Short Term
"141-0176","33.271136, -82.960786",2016,4780,Actual,310,476,0.418,0.377,0.0863,1,5740,Short Term
"141-0178","33.332165, -82.985808",2016,1600,Estimated,172,332,0.846,1.627,0.0907,1,1670,Short Term
"141-0180","33.379954, -83.019728",2016,1520,Actual,118,342,1.053,2.434,0.0924,1,1820,Short Term
"141-0182","33.256549, -82.864263",2016,360,Estimated,33,20,2.046,0,0.101,1,430,Short Term
"141-0188","33.240913, -82.783454",2016,360,Actual,,,0,0,0.111,0.5,370,Short Term
"141-0190","33.243300, -82.777000",2016,360,Actual,26,18,0.278,0.278,0.104,1,450,Short Term
"141-0191","33.278110, -82.988864",2016,,,,,,,,,,Short Term
"141-0193","33.275612, -82.975228",2016,7780,Estimated,378,380,0,0,0.0956,0.5,7850,Short Term
"141-0195","33.208503, -83.027001",2016,180,Estimated,,,0,0,0.129,0.5,260,Short Term
"141-0208","33.275765, -82.976044",2016,2480,Actual,,,0,0,0.0916,0,3060,Short Term
"141-0210","33.275750, -82.976676",2016,2760,Estimated,217,1,0,0,0.103,,2780,Short Term
"141-0212","33.275457, -82.976331",2016,6830,Actual,,,0,0,0.0829,0.5,8400,Short Term
"141-0214","33.299988, -82.887942",2016,240,Estimated,,,0,0,0.138,0.5,290,Short Term
"141-0215","33.317813, -82.909306",2016,120,Actual,,,0,0,0.163,0.5,160,Short Term
"141-0218","33.144701, -83.056311",2016,320,Actual,,,0,0,0.112,0.5,390,Short Term
"141-7395","33.081152, -83.049212",2016,280,Actual,,,0,0,0.143,0.5,340,Short Term
"141-8003","33.294099, -82.794702",2016,,,,,,,,,,Short Term
"141-8013","33.230410, -83.129144",2016,220,Actual,,,0,0,0.0996,0.5,450,Short Term
"141-8015","33.242607, -82.923576",2016,,,,,,,,,,Short Term
"141-8021","33.228542, -83.005641",2016,,,,,,,,,,Short Term
"141-8022","33.313195, -82.999545",2016,150,Estimated,,,0,0,0.173,0.5,280,Short Term
"141-8024","33.394209, -82.983061",2016,,,,,,,,,,Short Term
"141-8025","33.432939, -83.041491",2016,130,Estimated,0,4,0,0,0.15,,230,Short Term
"141-8026","33.404392, -82.908371",2016,,,,,,,,,,Short Term
"141-8028","33.419211, -82.922217",2016,20,Actual,2,0,0,0,0.31,1,20,Short Term
"141-8029","33.318197, -82.934513",2016,30,Actual,3,0,3.333,0,0.376,1,40,Short Term
"141-8031","33.433391, -82.858911",2016,10,Actual,0,1,10,0,0.764,1,11,Short Term
"141-8032","33.410802, -82.969670",2016,,,,,,,,,,Short Term
"141-8033","33.320438, -82.862316",2016,,,0,0,,,,,,Short Term
"141-8034","33.324640, -82.874482",2016,50,Estimated,,,0,0,0.18,,110,Short Term
"141-8035","33.241355, -82.861589",2016,,,0,0,,,,,,Short Term
"141-8036","33.177965, -82.948157",2016,,,,,,,,,,Short Term
"141-8037","33.174322, -82.979021",2016,120,Actual,15,22,2.5,3.333,0.13,1,140,Short Term
"141-8038","33.208857, -82.957830",2016,30,Actual,4,0,3.333,0,0.165,1,40,Short Term
"141-8039","33.125900, -82.980600",2016,,,,,,,,,,Short Term
"141-8040","33.073415, -83.085635",2016,10,Actual,,,0,0,0.279,0.5,20,Short Term
"141-8041","33.270973, -83.010763",2016,230,Estimated,,,0,0,,,270,Short Term
"141-8042","33.187428, -83.023213",2016,30,Actual,2,0,0,0,0.207,1,40,Short Term
"141-8043","33.222418, -83.073253",2016,110,Estimated,15,2,3.826,0,0.151,1,120,Short Term
"141-8044","33.214070, -83.104256",2016,30,Actual,30,0,20,0,0.204,1,50,Short Term
"141-8045","33.173807, -83.094246",2016,30,Actual,,,0,0,0.276,0.5,40,Short Term
"141-8046","33.174637, -83.121304",2016,590,Actual,57,62,1.017,0.508,0.105,1,1060,Short Term
"141-8047","33.207280, -83.181740",2016,40,Actual,8,5,2.5,0,0.117,1,60,Short Term
"141-8048","33.215659, -83.197899",2016,650,Estimated,60,15,0.68,0,0.0947,1,1200,Short Term
"141-8049","33.316515, -83.091618",2016,240,Actual,15,10,1.667,1.25,0.0963,1,430,Short Term
"141-8051","33.303135, -83.108090",2016,50,Actual,,,0,0,0.158,0.5,70,Short Term
"141-8052","33.263597, -83.055500",2016,,,,,,,,,,Short Term
"141-8053","33.205313, -82.935098",2016,60,Estimated,2,2,0,1.754,0.169,1,70,Short Term
"141-8054","33.354984, -83.138197",2016,70,Actual,14,2,5.714,0,0.294,1,80,Short Term
"141-8055","33.179264, -83.187135",2016,840,Actual,48,13,0.357,0,0.101,1,1510,Short Term
"141-8056","33.281102, -83.087359",2016,330,Estimated,21,14,0,0,0.09,,380,Short Term
"141-8057","33.190649, -82.944921",2016,,,0,0,,,,,,Short Term
"143-0101","33.665586, -85.266639",2016,3840,Estimated,193,224,0,0,0.105,0.5,3960,Short Term
"143-0105","33.675287, -85.263197",2016,5300,Estimated,,,0,0,0.0928,0.5,5540,Short Term
"143-0107","33.705939, -85.271484",2016,3670,Estimated,,,0,0,0.0911,0.5,3840,Short Term
"143-0109","33.740892, -85.287485",2016,4620,Estimated,,,0,0,0.102,0.5,5540,Short Term
"143-0112","33.753285, -85.292464",2016,6770,Estimated,274,267,0,0,0.0974,0.5,7270,Short Term
"143-0116","33.759320, -85.293409",2016,6400,Estimated,,,0,0,0.106,0.5,6720,Short Term
"143-0118","33.830995, -85.292940",2016,1860,Estimated,,,0,0,0.0869,0.5,1990,Short Term
"143-0121","33.862079, -85.293868",2016,2070,Estimated,,,0,0,0.0851,0.5,2120,Short Term
"143-0122","33.745251, -85.290310",2016,7330,Estimated,,,0,0,0.0948,,12000,Short Term
"143-0123","33.883433, -85.311195",2016,1280,Estimated,94,240,0.493,1.315,0.0893,0.6,1430,Short Term
"143-0129","33.687300, -85.225500",2016,39400,Calculated,0,0,0,0,0,0,42000,Short Term
"143-0132","33.688700, -85.185200",2016,40000,Estimated,,,0,0,,,46300,Short Term
"143-0135","33.740252, -85.332184",2016,2800,Estimated,112,133,0,0,0.0943,0.5,3360,Short Term
"143-0138","33.744515, -85.292779",2016,5170,Actual,,,0,0,0.094,0.5,6830,Short Term
"143-0141","33.744419, -85.290062",2016,9700,Estimated,555,118,0,0,0.0918,0.5,10500,Short Term
"143-0143","33.742772, -85.281960",2016,5600,Actual,,,0,0,0.101,0.5,7300,Short Term
"143-0145","33.738999, -85.266839",2016,6420,Estimated,,,0,0,0.0982,0.5,6890,Short Term
"143-0148","33.713830, -85.214978",2016,5930,Actual,266,124,0.253,0.101,0.0986,0.7,7490,Short Term
"143-0150","33.704574, -85.185204",2016,6520,Estimated,205,168,0,0,0.0947,0.5,7210,Short Term
"143-0152","33.706319, -85.174783",2016,7010,Actual,,,0,0,0.0964,0.5,8740,Short Term
"143-0154","33.712517, -85.159983",2016,8940,Estimated,,,0,0,0.096,0.5,10400,Short Term
"143-0156","33.722241, -85.142671",2016,12300,Estimated,,,0,0,0.103,0.5,15900,Short Term
"143-0158","33.723786, -85.130376",2016,10800,Estimated,312,184,0,0,0.113,0.5,11200,Short Term
"143-0160","33.721749, -85.109416",2016,7380,Estimated,,,0,0,0.091,0.5,11100,Short Term
"143-0163","33.732386, -85.051296",2016,6760,Estimated,337,129,0,0,0.0981,0.7,7130,Short Term
"143-0165","33.754751, -85.289374",2016,1720,Actual,82,24,0.523,0.058,0.116,0.6,2670,Short Term
"143-0167","33.767312, -85.252257",2016,3410,Estimated,150,50,0,0,0.174,0.5,4090,Short Term
"143-0170","33.773566, -85.216750",2016,1410,Actual,60,19,0.213,0.071,0.119,0.6,2560,Short Term
"143-0172","33.802138, -85.190875",2016,4150,Estimated,154,40,0,0,0.129,0.5,4980,Short Term
"143-0175","33.803364, -85.178659",2016,3060,Actual,194,35,0.425,0.033,0.0942,0.5,4120,Short Term
"143-0179","33.811852, -85.140185",2016,4090,Estimated,204,93,0,0,0.0992,0.5,4120,Short Term
"143-0180","33.818726, -85.092891",2016,3460,Actual,274,128,0.462,0.173,0.1,0.5,3700,Short Term
"143-0182","33.828279, -85.044084",2016,4140,Estimated,263,116,0,0,0.112,0.5,4640,Short Term
"143-0184","33.795500, -85.251500",2016,530,Actual,33,6,1.132,0,0.112,0.7,680,Short Term
"143-0185","33.801684, -85.196733",2016,860,Estimated,,,0,0,0.1,,1000,Short Term
"143-0189","33.842554, -85.252966",2016,460,Actual,42,8,0.217,0.217,0.11,0.8,500,Short Term
"143-0191","33.837336, -85.114386",2016,960,Estimated,,,0,0,0.0948,0.5,1070,Short Term
"143-0193","33.856233, -85.083804",2016,430,Estimated,,,0,0,0.09,,480,Short Term
"143-0196","33.770605, -85.057055",2016,3410,Estimated,,,0,0,0.1,0.5,3930,Short Term
"143-0198","33.804145, -85.056175",2016,1790,Estimated,,,0,0,0.108,0.5,1920,Short Term
"143-0200","33.820963, -85.043978",2016,1520,Actual,119,25,0.526,0.066,0.105,0.5,1830,Short Term
"143-0202","33.782964, -85.104730",2016,760,Estimated,36,7,0.692,0,0.104,0.5,780,Short Term
"143-0206","33.729597, -85.112140",2016,2260,Actual,98,39,0.354,0.177,0.0971,0.6,2890,Short Term
"143-0208","33.727006, -85.120453",2016,1300,Estimated,,,0,0,0.105,0.5,1370,Short Term
"143-0211","33.747638, -85.109144",2016,2150,Estimated,,,0,0,0.0984,0.5,2800,Short Term
"143-0213","33.773380, -85.107686",2016,1550,Actual,93,21,0.452,0.129,0.1,0.6,1570,Short Term
"143-0215","33.799041, -85.098226",2016,1060,Estimated,,,0,0,0.09,,1200,Short Term
"143-0217","33.838026, -85.096399",2016,850,Estimated,,,0,0,0.102,0.5,1020,Short Term
"143-0220","33.863718, -85.096562",2016,780,Actual,39,15,0.128,0.256,0.106,0.5,1160,Short Term
"143-0221","33.701329, -85.141898",2016,11000,Estimated,,,0,0,0.101,0.5,11700,Short Term
"143-0223","33.706438, -85.141520",2016,8840,Actual,335,94,0.215,0,0.0897,0.5,10600,Short Term
"143-0227","33.721897, -85.146304",2016,6920,Estimated,230,55,0,0,0.113,0.5,7110,Short Term
"143-0229","33.737786, -85.150989",2016,3770,Actual,129,50,0.212,0.027,0.0923,0.6,4630,Short Term
"143-0230","33.750727, -85.157490",2016,2400,Estimated,83,53,0,0,0.095,0.5,2610,Short Term
"143-0232","33.755856, -85.160777",2016,10900,Actual,494,788,0.275,0.321,0.091,0.6,12900,Short Term
"143-0234","33.788462, -85.177421",2016,4530,Estimated,,,0,0,0.0949,0.5,4900,Short Term
"143-0236","33.795590, -85.186680",2016,4040,Estimated,116,19,0,0,0.103,0.5,4300,Short Term
"143-0238","33.811217, -85.192195",2016,1180,Actual,60,14,0.424,0.254,0.107,0.5,1560,Short Term
"143-0240","33.816434, -85.195355",2016,6670,Actual,440,798,0.36,0.66,0.0913,0.5,8000,Short Term
"143-0243","33.839576, -85.209013",2016,5740,Estimated,388,843,0.689,0.707,0.0881,0.5,6010,Short Term
"143-0245","33.877663, -85.217767",2016,5460,Actual,302,708,0.348,0.513,0.0919,0.5,5540,Short Term
"143-0246","33.706493, -85.159900",2016,14900,Estimated,579,735,0,0,0.08,0.6,17200,Short Term
"143-0247","33.719665, -85.164453",2016,10700,Actual,583,850,0.299,0.374,0.0929,0.6,16700,Short Term
"143-0248","33.732535, -85.167737",2016,11400,Estimated,599,867,0.345,0.408,0.0756,0.6,12100,Short Term
"143-0249","33.685729, -85.187754",2016,1280,Estimated,,,0,0,0.09,,1350,Short Term
"143-0250","33.691283, -85.188529",2016,12000,Estimated,,,0,0,0.0703,0.5,19900,Short Term
"143-0252","33.703090, -85.182921",2016,2270,Estimated,,,0,0,0.0928,0.5,2500,Short Term
"143-0254","33.785728, -85.175323",2016,12000,Estimated,461,877,0.304,0.399,0.0785,0.5,12800,Short Term
"143-0255","33.671425, -85.262763",2016,930,Estimated,,,0,0,0.095,0.5,980,Short Term
"143-0256","33.790871, -85.173757",2016,7870,Actual,462,898,0.267,0.572,0.0926,0.5,9400,Short Term
"143-0258","33.806319, -85.177485",2016,6690,Estimated,390,822,0.389,0.669,0.0822,0.6,7130,Short Term
"143-0259","33.799884, -85.173631",2016,440,Estimated,,,0,0,0.1,,500,Short Term
"143-0261","33.718989, -85.140737",2016,1990,Estimated,,,0,0,0.158,0.5,2000,Short Term
"143-0264","33.707428, -85.114095",2016,1060,Actual,,,0,0,0.127,0.5,1320,Short Term
"143-0266","33.744187, -85.188612",2016,310,Estimated,10,0,0,0,0.1,0.7,320,Short Term
"143-0270","33.711792, -85.329336",2016,900,Estimated,,,0,0,0.0927,0.5,1080,Short Term
"143-0272","33.776800, -85.309100",2016,620,Actual,25,3,0.806,0,0.12,0.6,850,Short Term
"143-8001","33.787187, -85.083222",2016,210,Estimated,,,0,0,,,380,Short Term
"143-8007","33.687288, -85.193867",2016,920,Estimated,,,0,0,,,1660,Short Term
